person_uuid,identifier_value,firstname,lastname,publication_list,first_letter,resolved_for,marked
143901,,Sanjeev Kumar,Pathak,"[19723787, 18777624, 16318820, 17135988, 25315830, 15650500, 24024534, 23083020, 17135985, 12880505, 16822549, 30102427, 17135987, 17135989, 24660224, 24199224, 15142404, 17135986, 24956042, 21710156, 18030086, 19702490, 30374191, 23419231, 20183662, 30845818, 27681442, 17450048, 31040679, 22534028, 30476361, 16190801, 22391030, 27738353, 15662152, 31254971, 30729072, 22087428, 32220153, 18030084, 18096312, 22840946, 20238444]",S,GB0012349,True
169158,,Sangeeta,Pathak,"[24014940, 26677344, 21484432, 31724547, 31037097, 31813446, 32269978, 21897595, 32653327, 29599528, 32565072, 22038509, 34938680, 33621948, 34177140, 32039540, 33162696, 20196636, 30127578, 33683427, 27783118, 25647183, 32019732, 31799460, 27987023, 31813437, 30716231, 34249206, 32006070]",S,GB0012349,True
169168,,Sabala,Pathak,"[34739260, 33961482, 35802430, 29286736, 34860039, 11001386, 8485993, 2824030, 24201799, 26497090, 8646735, 9797773, 10899660, 11370803, 1102265, 4670062, 283262, 13181858, 8086700, 20833502, 27231599, 7062930, 9078306, 22185548, 6617263, 21559635, 6543705, 1444211, 9779588, 11995747, 7850753, 6642511, 2747262, 2411476, 16751748, 793794, 3370310, 3804492, 3165697, 21409358, 21528261, 24960776, 24203084, 200554, 21573511, 5726167, 2424829, 12914025, 11457171, 26358568, 24593383, 2038988, 9816342, 6929001, 23736389, 4542574, 880831, 6185278, 700807, 10850886, 20832856, 7172760, 2794530, 7558201, 975934, 19703016, 861549, 1517177, 9365160, 2397939, 6248297, 5924720, 16160778, 9406500, 4474934, 15403214, 36182481, 8174088, 13445670, 10853027, 4135468, 26229714, 3111974, 2182210, 28540087, 23317744, 4955496, 85512, 2743819, 14102169, 21552964, 22556519, 27991913, 4136952, 13303995, 1704334, 90589, 4846169, 4125444, 11441064, 7763008, 10478804, 24880365, 22689059, 9549100, 15721889, 1795527, 6116812, 11208144, 5494292, 9357136, 10881018, 4134969, 7297121, 21559598, 27269439, 16349640, 399913, 7727734, 6519587, 4442971, 9874300, 17701815, 9567500, 1580551, 949904, 16748285, 22556592, 31702212, 745616, 22762519, 32808799, 8744164, 2445696, 24126931, 32594752, 28943788, 17441554, 3800338, 33487526, 28589634, 19879103, 8517659, 6309650, 2436755, 3297209, 35333086, 32678650, 8956875, 28621989, 32701333, 11005568, 8169003, 4663240, 5979297, 16313069, 26417705, 6180867, 7319583, 7065638, 8986779, 4141315, 2757057, 8712702, 1499665, 8385096, 21541504, 27370153, 25039573, 2376758, 16500101, 3630576, 10745398, 1001030, 11212369, 6035149, 6170490, 3422226, 731269, 379064, 8702234, 2472253, 5146985, 7002500, 1149492, 24934975, 6797940, 3885726, 29289156, 24623944, 9563171, 19250216, 4443645, 6413876, 1486565, 6156116, 16748501, 22556998, 10218296, 1888138, 25886201, 7379948, 24226954, 12443692, 25272391, 2539769, 9933059, 2883892, 2253314, 25448982, 24961572, 14344963, 2171692, 9806646, 9253814, 7586801, 3871822, 9069699, 9864398, 36259180, 21566927, 26519006, 2492054, 23262893, 3467110, 14325891, 288927, 88307, 4798707, 14944584, 59808, 891761, 9567506, 14982481, 1031506, 11570815, 16047886, 5136211, 1699706, 26250340, 21689362, 25588803, 16861321, 7106763, 32280940, 2871802, 3416656, 3039839, 9458333, 27149096, 22557630, 21226455, 4633904, 5715322, 4130216, 2766249, 8672991, 14063349, 50952, 15570783, 264065, 8456074, 4131089, 8776120, 59881, 3492338, 7272986, 17541767, 6847129, 25078461, 2210506, 5020366, 2415466, 2743318, 27659375, 21552901, 8855396, 3473256, 614275, 614276, 53130, 1280029, 3484678, 9118034, 3539317, 8958446, 7553591, 22471278, 6173304, 8168083, 7606935, 10470110, 2994927, 23720687, 29123427, 21062575, 2466799, 3466682, 939549, 7362086, 7194773, 3148118, 25401880, 8669821, 9751257, 10427120, 5073692, 13941838, 26860729, 5119205, 9772280, 8588590, 2346303, 1932619, 6217037, 4427113, 2334116, 21544441, 1674809, 8503019, 23482178, 5787462, 29570314, 34355943, 31765217, 35061415, 27546188, 25827210, 12469179, 15617991, 24536007, 8894566, 13152373, 7091852, 2164769, 8268778, 18604679, 23290582, 5914952, 8504488, 9468560, 9332476, 8457633, 11712073, 11214510, 9973960, 7389409, 7389417, 23736620, 1978687, 6889951, 1516022, 8159756, 10068500, 8393239, 30802651, 844862, 3519771, 3220801, 6595960, 7112106, 12928566, 8582753, 6641288, 1001139, 558824, 1582987, 11556843, 27088893, 4139099, 24259031, 743903, 24201701, 7772731, 9780006, 4205453, 932776, 2018357, 11078808, 13315226, 4635885, 3259659, 1756466, 2465079, 1834329, 77213, 7765426, 3337907, 24960811, 9494519, 7129487, 23410511, 4654630, 23449915, 27633438, 2726940, 6320269, 24236365, 1790336, 6148807, 1688394, 6280088, 9135021, 18306089, 7762996, 9651593, 10928125, 4027950, 1525331, 1132285, 8382256, 739267, 3385430, 29071497, 3930398, 4262184, 26868144, 2452013, 10205882, 19307226, 25435154, 9436196, 13941839, 2382982, 13651101, 2464925, 1563832, 24579549, 6692337, 14429714, 21528180, 3940180, 6086497, 1318781, 33124836, 35570422, 31573229, 7658585, 35061479, 8656025, 7513142, 34125399, 30328098, 10442739, 34506195, 30848618, 20387347, 12677387, 24997262, 8605733, 3416308, 4714917, 2253239, 9568788, 480083, 10576787, 17007548, 4031466, 26518787, 27407688, 7419289, 15168975, 5977567, 21567039, 9815652, 25196453, 13584308, 23517144, 18036766, 9042203, 1214832, 16956129, 5360541, 1162357, 4521099, 4345008, 17657036, 117994, 9719027, 7875889, 8772926, 11513296, 2846163, 2555453, 21552803, 1568450, 4124494, 3940177, 823262, 31406956, 2398557, 33982208, 31155897, 25529247, 29430210, 28775665, 32202883, 903164, 8380764]",S,GB0012349,True
169190,,Sandeep Kumar,Pathak,"[26269988, 25326573, 28151573, 32714783, 28019096, 34552098, 22995258, 23885856, 31460298, 25900075, 19257310, 26247197, 24057082, 26263331, 23310946, 27982148, 25635571, 31145848, 24301460, 26314371, 25712705, 33541115, 33324827, 26615763]",S,GB0012349,True
2624,GB0012350,Ross,McManus,[24471628],,GB0012350,True
25827,,Richard J,McManus,"[31256719, 26603745, 35878651, 35040867, 32696695, 27226338, 31262847, 32203077, 14727830, 32117468, 30702492, 30383082, 26399981, 26373404, 32482629, 29277851, 27381484, 24385272, 24567581, 31165151, 26120134, 24099829, 30348884, 33468518, 33342236, 26919870, 24205318, 26845284, 26589728, 26456709, 31415001, 25267050, 30817444, 28663366, 19474024, 32921195, 20504241, 32665388, 23318520, 28178928, 18048650, 23522245, 35197335, 30273584, 27025555, 31584521, 31578456, 35574599, 35304393, 34116606, 23303347, 35042721, 35266409, 36073370, 29284456, 31841131, 22734121, 30910876, 25455907, 33753350, 30287610, 31927325, 27939467, 29323289, 25733434, 15020397, 30239112, 31418774, 27584926, 30003701, 33399304, 29723262, 31116156, 18410692, 27821598, 35778537, 24884883, 25144295, 19103628, 26607975, 20619448, 26243888, 34176288, 20522689, 23834865, 24686864, 35762478, 28029572, 25406132, 28873416, 31876570, 29566843, 32041766, 36240168, 19220913, 35665802, 35916147, 19153098, 12182526, 24886272, 35503346, 35460409, 32132435, 35933759, 32517785, 24098499, 27799244, 31589745, 19521887, 29889157, 21868086, 31865798, 17475476, 27511067, 33568342, 28483823, 29203628, 31056156, 29258469, 35579481, 34876657, 32674052, 28475667, 23129572, 22520791, 20021525, 35023187, 30003694, 15667758, 27939462, 29739782, 31890265, 25267043, 32414821, 25115813, 26551492, 16934141, 21810799, 31618706, 34957268, 31025117, 33107938, 34167593, 25398890, 34001537, 35552252, 29242046, 28854919, 25315474, 34269334, 25725092, 30933229, 28193176, 29499873, 29967037, 32461579, 33342242, 27679527, 33483621, 30573476, 22713289, 27372531, 29654037, 31067190, 35503345, 34082300, 14960220, 34852639, 25801901, 32001477, 30668627, 35708294, 27001299, 31147366, 25915880, 27578811, 25157723, 32898307, 26251507, 30445914, 30185571, 28231840, 16500926, 29950396, 30003695, 26341941, 33262186, 24881979, 22293365, 31980512, 30632952, 33959004, 29789320, 17550670, 29187414, 34039390, 25654977, 29970396, 23990660, 23735408, 21385473, 27266860, 33903656, 28594707, 35233563, 22246269, 32453368, 33316120, 28674148, 30354754, 28803445, 29175888, 26077268, 30234785, 35881225, 28926573, 34261627, 19454748, 17488736, 27810973, 30631126, 26500326, 31790375, 23533217, 26916697, 18505611]",R,GB0012350,True
2626,GB0012354,Jake,Patterson,[21678474],,GB0012354,True
8977,,Joanne M,Patterson,"[32691475, 34882886, 33827279, 27054623, 27564246, 21856212, 24891273, 29650060, 34697041, 35679595, 26311526, 36114683, 27965848, 21483264, 21227737, 33529494, 23780908, 31436028, 30426619, 32893941, 33277795, 27716125, 32770652, 25851803, 33709289, 21746839, 16704946, 34023744, 19502104, 18055953, 34351676, 30945002, 35403774, 35913625, 17847721, 31696052, 36040239, 32419912, 27965858, 15686599, 34312024, 30892816, 34033498, 24929028, 34591369, 34086378, 29473248]",J,GB0012354,True
86609,,J Megan M,Patterson,"[25983654, 28280439, 11178035, 24815637, 25999783, 28949210, 4907415, 6041954, 12456542, 15334111, 3139113, 31176672, 27517765, 25814874, 25814906, 30339440, 21231732, 30996656, 26213486, 24313480, 8175597, 9441713, 26135849, 23208850, 1620160, 29291726, 8963439, 17636849, 9630700, 32324055, 8519256, 24972196, 26024161, 21699288, 29956995, 27471433, 11415327, 31012605, 23083236, 28260978, 24329437, 16712149, 16712216, 17358847, 18999589, 18518362, 16383893, 30983563, 30608764, 28316485, 25838791, 31999281, 21517306, 15698251, 15698254, 16486342, 17930886, 17169008, 22243304, 20867758, 22181725, 26640401, 31031568, 26182092, 23102301, 28280447, 21797595, 21668220, 29864370, 31764915, 30720313, 5922946, 15155394, 33932120, 35905365, 34793584, 32383915, 34727147, 34727148, 25166155, 25166980, 31524889, 11384582, 26016976, 30872964, 30872972, 31397444, 26024162, 26549982, 23473129, 27471431, 30296133, 30956556, 30956559, 17678351, 17930498, 19257732, 20227861, 22541543, 25615312, 28303081, 25814866, 31713548, 30863200, 26292983, 4034848, 3513817, 14322029, 541209, 1410128, 32382099, 6710240, 20636736, 7565688, 33196702, 31922872, 32845700, 35467301, 31976987, 25166654, 11497821, 35226718, 32058742, 31012626, 31868480, 33750993, 31036524, 7623654, 11736566, 25814895, 25814914, 30339442, 24836238, 17054179, 6461734, 2260434, 9076771, 17923300, 9849100, 2141037, 14239105, 10830416, 8635423, 24937810, 8096219, 11455044, 35314079, 7364579, 6923273, 11168652, 4173754, 11776464, 30839773, 21929225, 21867063, 30978057, 30192601, 28952777, 28073029, 1926240, 28280427, 28280444, 27176516, 26855607, 26069461, 3172399, 9406806, 21981492, 23368113, 24877930, 21668221, 28943789, 28943791, 29077436, 29932697, 31178657, 31180390, 31050516, 17437794, 16639696, 12456541, 11192277, 23005617, 33362286, 31007582, 28128610, 31999282, 24856688, 23679709, 16605896, 16196921, 16090940, 15698068, 15698072, 18518186, 16486686, 18233066, 18643413, 8816305, 31050519, 25814857, 25814912, 11005959, 9513825, 2252181, 1111721, 8424015, 31165044, 8848268, 5440558, 2360394, 9673665, 3121796, 12446952, 10861507, 36053704, 34780581, 34781320, 32302170, 32501048, 11384263, 11328145, 31783983, 23006358, 31265003, 31007588, 31012697, 31999279, 11290026, 16090461, 17930497, 10617681, 29286735, 25814876, 22540461, 21231289, 8437740, 28128886, 18254114, 2036533, 6444016, 2594881, 9756832, 6371074, 7618288, 31985736, 28579921, 28515672, 30547617, 23473130, 30230889, 30956565, 16384207, 19113327, 15447329, 19257180, 19257578, 25814853, 25814865, 25814909, 25815923, 21231646, 9824569, 1853704, 30098779, 12914044, 478850, 11622988, 2303829, 9663803, 7995284, 24010428, 23030154, 32011614, 30839770, 21668222, 29864318, 26069462, 29542941, 9732043, 31679641, 35029469, 35867464, 34797136, 33493254, 32215380, 31697516, 34533355, 32108833, 34241533, 33095627, 5207148, 11800872, 11384405, 10760728, 1753254, 23962145, 35302730, 32589167, 33315428, 34727143, 9484509, 27255673, 35802434, 32852485, 34727142, 33095594, 23004588, 11736560, 11497880, 11329310, 2286573, 15522552, 26190937, 28943785, 28943793, 28747851, 29077459, 26849587, 9219753, 15658966, 2461399, 32955327, 28303083, 25814834, 25814851, 25814864, 25814868, 31386524, 24836237, 30932612, 23126899, 11135997, 14269548, 1165186, 2495339, 16281653, 7616274, 28775662, 22026843, 28515665, 31007586, 11019275, 30814908, 30956548, 16712360, 16606173, 16606256, 15698066, 23581310, 18233062, 16383892, 9447566, 8863796, 26894703, 22181597, 25983648, 28474955, 28280445, 31886778, 30839784, 32026888, 29864330, 11384261, 4326881, 35666690, 31886779, 34780582, 23004964, 5084775, 11801004, 11580641, 7627517, 10500156, 31264999, 25302881, 21699291, 26943527, 31007587, 28388204, 23473131, 30881211, 28331430, 26041973, 16384447, 16606168, 16606255, 19113261, 16197064, 15697794, 21866994, 18999820, 17280340, 16486340, 32153878, 25030170, 30608761, 31265001, 29694107, 29694144, 31007580, 25699433, 21770497, 21770632, 26097407, 23215177, 11290027, 11290080, 29053305, 29906166, 17359150, 18851203, 18999588, 18999819, 18352696, 18518183, 15245150, 15089529, 20867699, 32011608, 22182023, 28408859, 25723204, 23368450, 23368549, 30971865, 21469857, 21405566, 25581425, 3511950, 29286783, 25814871, 25814904, 30141647, 26146483, 27988848, 14268611, 5926943, 8428246, 2303825, 8437001, 35275660, 35394329, 35841572, 34597080, 12059353, 11329307, 24180639, 794521, 23383893, 29547300, 28303084, 31976986, 14583986, 6448542, 6461733, 10928580, 20123313, 25385025, 9020165, 28286414, 29542998, 21527781, 26404403, 25814885, 25814892, 22540464, 27542657, 3135421, 3655805, 9344560, 6445222, 21371697, 3925092, 36252961, 9481762, 23005937, 28515669, 27472109, 30881206, 30881214, 11289897, 31148943, 16486562, 18643653, 35867460, 34241504, 32834020, 33465186, 32226948, 35119878, 34727144, 32633732, 11863797, 11736567, 11909396, 20515377, 11770368]",J,GB0012354,True
114173,,Jacob M,Patterson,"[28823604, 27862831, 25065526, 21353379, 31421941, 18609764, 16770124, 18262717, 25435265, 16934391, 25937539, 21803482, 28720367]",J,GB0012354,True
125467,,Jake,Patterson,"[32975875, 32754938, 33847552, 26855797, 27123335]",J,GB0012354,True
169193,,Janet E,Patterson,"[15942291, 11786942, 17056318, 16216601, 12040993, 26958358, 30303810]",J,GB0012354,True
169202,,Jacoby V,Patterson,"[28914229, 29601454, 30030817, 24447389, 30285675, 28747160, 34021997, 30787018, 32446623, 33045353, 19407266, 30666286, 34556422]",J,GB0012354,True
2627,GB0012355,Dave,Yates,[30015248],,GB0012355,True
6376,,David R A,Yates,"[17363525, 22213470, 18715695, 23455886, 22703159, 22986906, 21951677, 22193518, 22843187, 22959049, 22532256, 23937547, 24361259, 22108862, 22228175, 12607701, 27687456, 21906969, 21895938, 22568669, 23551759, 25109573, 19712115, 21398022, 23053209, 24447471, 23247822, 17404085, 21493112, 20201829, 21858540, 18325051, 21105261, 23040628, 21497435, 22079307, 21985291, 20884249, 14608182, 23103802, 27638412, 34957382, 17960617, 22035299, 30916023]",D,GB0012355,True
117081,,Denise P,Yates,"[32065620, 31277561, 34663088, 33116455, 36029463, 29504181, 27366901, 31962004]",D,GB0012355,True
153409,,David A,Yates,"[15871970, 30056474, 18722872, 20382943, 19523527, 30719951, 14557261, 23314438, 15083874, 17714850, 31519669, 15083872, 31796018, 25193759, 26816281, 15936423, 14623197, 27855275, 23441674, 22331394, 24413350, 28235926, 35101117, 15474134, 18489807, 25048962, 20659857, 24043720, 28110002, 35256104, 32876697, 16282383, 32213551, 22505603, 20398271, 28119627, 19395725, 21215944, 33845869, 29033245, 15779893, 17916856, 31418629, 15518411, 30215269, 17379128, 26464796, 32085879, 19830079, 12204457, 17474959, 26265737, 23965199, 32115348, 20003743, 21048092, 18804798, 26293245, 20657635]",D,GB0012355,True
169209,,Denise Balem,Yates,"[20951385, 29029087, 33778551, 33012283, 27737744, 17084256, 30508547, 35144620, 19578686, 28245243]",D,GB0012355,True
169211,,Deborah Helwen,Yates,"[20716011, 21811465, 27318401, 33020986, 32194772, 24033215, 31881814, 33329908, 22233591, 26866546, 24702083, 25516818, 33051927, 17110649, 15938698, 26669708, 30538143, 23879512, 22953226, 32595975, 17717621, 19174489, 23521049, 22183490, 19088405, 29574403, 35141893, 18971103, 33304403, 19761537, 23711077, 19520561, 27628081, 34053078, 34252887, 21449900, 29224204, 19047302, 18298352, 20345230, 17449562, 25858922, 28490299, 33230116, 18583574, 12885292, 17379286, 17643055, 22233623, 21383477, 18775081, 23093275, 16733254, 20223845, 28870698, 28882991, 31870163, 19203317, 11830223, 21498893, 22854169, 18764912, 16635093, 20961188, 18219058, 35672270, 31597045, 26847859]",D,GB0012355,True
169213,,D R A,Yates,"[32854632, 2863537, 10895765, 35443735, 19994259, 4802691, 6252796, 17504961, 9846260, 19749012, 19098247, 18849379, 19838638, 12895174, 16313554, 5071631, 8939113, 12421773, 19717762, 3240090, 20041984, 168202, 11264714, 33456869, 31524067, 3146997, 11794005, 22541906, 210812, 10746325, 7416471, 7904001, 7613365, 3198211, 29781530, 34558922, 3885296, 21406408, 21383467, 10800875, 26099211, 1883472, 20190173, 12771400, 1422327, 508989, 8520941, 18003199, 24114733, 11794004, 22374463, 719255, 12651374, 4369310, 1772539, 134290, 15092933, 621773, 9227715, 22900186, 10444454, 194793, 8577917, 8493626, 493733, 32281850, 3359813, 19783693, 14066639, 8804927, 4404769, 19684278, 19966164, 8360234, 31637700, 23064982, 16749169, 10126244, 28312486, 7934934, 20956123, 11794000, 8406768, 2000776, 8542134, 9426990, 12642518, 32704750, 137719, 12397148, 3656332, 21773031, 16726779, 686864, 7236921, 19570019, 360116, 21544661, 2207478, 9310023, 2383706, 33897243, 305050, 5085941, 974706, 18784213, 25006060, 8520793, 1221934, 375370, 8873934, 10806520, 25085396, 7551366, 5784620, 19502511, 14059295, 6756533, 14043582, 17235026, 7368212, 19028853, 18827164, 7491549, 11587994, 18669790, 16248868, 10191435, 10960297, 19648496, 21346139, 6535584, 8352037, 3179156, 2146984, 22151950, 214132, 4769195, 14677531, 6469314, 24569779, 7760406, 5962271, 3689545, 859229, 20982989, 8977831, 10378720, 5938662, 12238501, 15396636, 33156683, 20573634, 705175, 21680791, 14304493, 5015130, 514310, 7241484, 10612568, 10386497, 17437794, 4274319, 25939270, 19648490, 20374910, 21232876, 25976557, 19686613, 30277259, 127635, 7230174, 988545, 3864046, 8795666, 1644469, 11548966, 4189751, 26598629, 1124951, 31491233, 135247, 8620950, 4330197, 21478448, 6402121, 8777950, 1995130, 22364624, 1254331, 6874054, 3105794, 7717935, 7837186, 14820887, 11794001, 11794003, 9918285, 9463805, 7543345, 20208232, 12671796, 20622183, 7392179, 12733559, 6610463, 6803070, 5881650, 10465177, 18943969, 20111528, 19717772, 26825613, 25204700, 12190653, 3304325, 1190852, 7426391, 10646928, 14337046, 3761296, 14120545, 4131189, 20155064, 21097688, 22851240, 65199, 17906090, 8680689, 19617511, 20548628, 2506964, 14270803, 151908, 12509633, 5645194, 10568718, 3044541, 6399444, 19854993, 2123411, 10201418, 4540949, 2390577, 2280324, 2378822, 3116252, 3814979, 7360712, 11408263, 1197332, 11548178, 1640237, 19684279, 18997069, 15115174, 11923558, 16288222, 11715806, 10894675, 20382878, 19465492, 20190177, 19574574, 3858726, 9888045, 11109030, 25158329, 3089238, 7627615, 10728731, 10807101, 3471243, 5437585, 9402756, 6998529, 12421775, 13126412, 10832827, 28990651, 5500315, 6827816, 11132075, 25006068, 7471642, 3524599, 3293682, 1978871, 8490991, 7960067, 17087785, 9487357, 7663801, 20937061, 20081069, 8384805, 20308261, 22508316, 13058875, 410589, 15090669, 21788428, 23566551, 7538934, 5442046, 7621198, 8215146, 12708595, 589123, 5500316, 24358443, 22079997, 18477284, 5551093, 14267640, 19502510, 871868, 3827346, 4803061, 589122, 7599866, 9720822, 4419112, 18485158, 16257340, 8970342, 7533073, 5956307, 9422130, 12101138, 11794002, 24479396, 210811, 9230234, 8542158, 411693, 12454361, 13511283, 9624295, 510714, 2636848, 1363005, 9248026, 5500317, 22035907, 16551394, 11767722, 24056586, 31406569, 28625356, 4272673, 19251916, 8586605, 22263764, 17533663, 22871933]",D,GB0012355,True
