person_uuid,identifier_value,firstname,lastname,publication_list,first_letter,resolved_for,marked
45953,,S J,Gordon,"[31340786, 11251546, 12780864]",S,GB0010988,True
74677,,S G,Gordon,"[27678080, 6848176, 7164030, 19153185, 23078651, 29214723, 32977126]",S,GB0010988,True
88167,,Shanlea,Gordon,"[34051770, 36008148, 35020094]",S,GB0010988,True
100271,,Stephen Brian,Gordon,"[20958976, 34518206, 18025876, 27939058, 31626559, 26286032, 12131218, 23370916, 23552682, 21423577, 19638561, 23555269, 33436429, 21573213, 24807052, 23174372, 27481242, 12781021, 15892807, 31361601, 33497364, 20006126, 32311349, 33214176, 28463203, 18077809, 12934182, 28107457, 21489228, 26406307, 28424198, 33207137, 35642639, 30625278, 24960156, 35653696, 33082108, 33443228, 27528954, 32399498, 19702594, 22457294, 27488089, 34140345, 18708114, 34143997, 32079666, 19021622, 27528956, 36210249, 35802840, 29992080, 35415189, 22563306, 28625995, 26791364, 21943449, 24975177, 28415983, 24959834, 21601939, 23439027, 20031415, 30189674, 18639310, 35187267, 15510941, 18854024, 28619956, 26114410, 32766597, 20200385, 16170759, 33804077, 32024497, 32161817, 26542371, 28476111, 23054093, 35703302, 31463177, 32102951, 22715399, 21357587, 31188865, 21784641, 27471049, 24915552, 22050870, 17726409, 28135322, 29563292, 34407175, 35963650, 22238165, 35063113, 34571365, 29018841, 27529007, 20860822, 36263101, 29677666, 32856694, 20308032, 27304239, 30662959, 29090965, 19278528, 34712931, 35860218, 24571705, 17544493, 23131939, 31324364, 15990573, 14672539, 26788760, 35325074, 17761523, 34491271, 17567900, 23139916, 29056571, 19423153, 32155176, 15673875, 25225948, 25193349, 23457186, 27177948, 20608875, 36134435, 25145775, 12172085, 32941735, 29301918, 33363056, 34756183, 28273179, 34521967, 26810369, 29958737, 26039077, 25254931, 25716702, 24686157, 12612122, 22970189, 22446628, 20126656, 33332997, 23295184, 30542663, 30374129, 32035708, 30787368, 24496208, 33180873, 34117221, 35346184, 23664995, 21980502, 27403678, 27895845, 34172671, 25671106, 35798520, 33439573, 32972002, 24749506, 30690468, 34752631, 23576675, 35029310, 22496648, 17516409, 27514621, 23894538, 31727654, 14754694, 19376181, 32286847, 29387802, 24898699, 23817378, 36172308, 32257140, 16791016, 31324369]",S,GB0010988,True
139457,,S A,Gordon,"[3012541, 1851730, 1569124, 1584421, 8486654, 1515350, 11125399, 2606943, 3049905, 7572400, 8933147, 7737693, 21960377, 10065620, 7772278, 11378405, 8101865, 10200019, 2141991, 1896634, 9842906, 10221438, 8550607, 2089275, 1713656, 2404082, 9006374, 24324274, 11782203, 1919437, 34999479, 9294138, 8332192, 8972115, 15771589, 1730752, 11496249, 11251301, 9728398, 3077137, 3077297, 10073945, 31910908, 7836955, 2443599, 12106171, 3973298, 8735865, 9420136, 11798135, 9574561, 2972796, 9806844, 2205308, 10758404, 9383289, 10221437, 2669925, 1603325, 8349940, 8962632, 7737692, 1317710, 30989770, 8920880, 1794320, 10903844, 11166185, 8446772, 11544267, 4352398, 10202000, 7532186, 2831233, 14514903, 2250718, 3077135, 1757102, 8761727, 35881107, 8783162, 2018863, 14241527, 9949185, 1757498, 7754204, 10065621, 10377192, 5380928, 11279179, 1940787, 10051440, 816138, 14988377, 7874606, 9155841, 8116661, 1330223, 8083542, 1613462, 9500513, 11401439, 11238035, 28965673, 31037293, 9447436, 9498912, 12106028, 2636710, 1424778, 9555870, 10644445, 9249266, 15150397, 11421905, 10414417, 11454064, 10897405, 3413092, 10065619, 7510432, 9722572, 7511077, 8526892, 10575006, 10838568, 9348300, 11544516, 9383301, 8892857, 9812196, 2521356, 11123187, 8208153, 1848079, 1613459, 18023392, 2459144, 8046345, 10504329, 9505092, 10898340, 9851524, 2397055, 8901603, 7543588, 7527834, 8530048, 9710567, 7925291, 10779795, 7929625, 1430149, 8284045, 8255420, 12106282, 2465626, 7765445, 12554837, 1571817, 1279684, 32753540, 8522779, 10722588, 11394351, 26239289, 11297558, 8643649, 11841491, 9548586, 11433382, 31715282, 20716213, 10363006, 19922531, 32516029, 8879715, 7689770, 9790779, 11397698, 9650530, 1999225, 11846215, 7586702, 26530135, 2445894, 8021591, 2926328, 9660840, 9466566, 9468274, 7813510, 5307223, 11484723, 11567029]",S,GB0010988,True
139468,,Stephen Vincent,Gordon,"[25096875, 15336430, 29557774, 31376946, 34391980, 28348866, 32379829, 17372194, 15557808, 20049086, 21571099, 19483712, 21945286, 21097608, 27553887, 20637901, 25886866, 23622814, 32246047, 31378262, 26218736, 26169908, 15979818, 25324841, 34124223, 15971406, 18760551, 23285202, 33493196, 36115126, 35952489, 33347499, 19274661, 22504434, 12904421, 23998761, 20378651, 35714659, 11925980, 34307535, 34691015, 16384663, 16912712, 24134787, 19352493, 27846605, 14657373, 35405477, 11929522, 23565803, 35783437, 25692199, 26675426, 29465344, 35495699, 30663960, 15773987, 29343690, 19136597, 20086089, 26346536, 23266372, 29116633, 30413747, 34970617, 19389781, 14623170, 28385856, 12788972, 20965132, 15576367, 24882682, 10220167, 21411245, 15973432, 36173104, 32117424, 30728374, 32553050, 23332401, 33720986, 29936318, 15207485, 31299365, 34396095, 30154823, 19047741, 30205971, 31778929, 19820096, 17906132, 28261201, 26885859, 19289514, 22182502, 25206354, 33980141, 14766836, 26968614, 24021155, 32974593, 16390943, 33900039, 14605203, 35320420, 19591956, 31914380, 34556723, 16946270, 12917404, 25435136, 19079032, 18375799, 24424275, 16242724, 19046525, 26831164, 33805837, 32786261, 18629263, 26690817, 24610707, 27593675, 25414700, 22384131, 26615221, 22912881, 11940590, 35091379]",S,GB0010988,True
139482,,Susan J,Gordon,"[30995187, 31243038, 24149740, 35445264, 29969664, 30706585, 30995183, 35872494]",S,GB0010988,True
1399,GB0010991,Debbie,Spence,[],,GB0010991,True
72502,,D Warren,Spence,"[20172880, 23318689, 2113836, 18248042, 18342269, 13587087, 23900988, 24908717, 30606256, 7963623, 6952144, 7882099, 19498568, 6358988, 22607982, 7096533, 3836151, 6032148, 494580, 12090445, 4107477, 14683367, 19844347, 675267, 11271704, 6594150, 10452637, 4710053, 13831970, 23149240, 3653710, 3879136, 10793983, 2401400, 20894929, 6076014, 5510810, 30631603, 19568703, 18020480, 383125, 23861638, 8182248, 6670926, 9821093, 4627520, 8756796, 11529963, 5902070, 2375667, 8326039, 6103390, 6101787, 12398611, 7663777, 2371948, 11403801, 5034550, 15532700, 14177056, 7058225, 20005925, 10450117, 7247120, 12641613, 1545571, 9868651, 7960287, 8173754, 22010042, 8694035, 19855679, 22739839, 16297035, 19181389, 22458718, 8539679, 9526193, 8168557, 8401053, 11800790, 9777445, 11211286, 7713669, 22758361, 7263252, 18609422, 15107390, 1213848, 2229877, 16742083, 16832464, 6953196, 18073920, 7785011, 17541739, 5675690, 1440460, 21629741, 21453740, 7928816, 10333847, 1056449, 7638817, 8138623, 17588102, 8994774, 884695, 27652123, 8724518, 16593127, 32272668, 5255580, 17412746, 17965850, 3519739, 13403691, 21206765, 7710550, 1353842, 19798209, 26589446, 3742464, 6957964, 12012894, 11304307, 7421481, 22347349, 8949588, 14819300, 890214, 10448491, 5412732, 23530609, 11534589, 18571301, 20025640, 11665736, 30032243, 3453348, 10318259, 20435434, 24224251, 23892523, 7660081, 6349425, 8282841, 29324183, 755014, 19326288, 13915641, 13915643, 7378662, 34191147, 11761477, 9406501, 25495600, 24750419, 14105184, 22129315, 15600769, 8568151, 14990755, 13405663, 15040058, 18542302, 32722680, 2273219, 22270468, 25317982, 21452089, 22694990, 19266785, 30732633, 8517684, 28685788, 18628753, 9073008, 11747916, 7963231, 10879851, 7275482, 62728, 2913604, 13915642, 16742043, 10176206, 2311958, 8296259, 19859295, 9988577, 9845524, 2632626, 5668020, 23412186, 15933311, 13492146, 10596866, 18705976, 23041877, 3843319, 1590686, 7035395, 8219945, 7381160, 5460506, 1442853, 3114049, 1496504, 7583393, 6059760, 4986770, 8407128, 5060760, 6830370, 9021815, 19773831, 3148315, 36039310, 19823294, 5971067, 3460611, 3591688, 6676123, 14261960, 4730735, 5218264, 1110015, 3356356, 20492443, 4518073, 11989226, 11776350, 2314660, 19784132, 6926992, 4412325, 6771706, 20931916, 2737633, 12568048, 21104186, 100020, 27498487, 3094529, 5683203, 9545898, 22116801, 6593452, 5675970, 8449053, 1522805, 5655687, 2727310, 769802, 269138, 2405740, 4143574, 35946788, 21193011, 9659362, 29758441, 22205582, 18679047, 14107930, 7636280, 66883, 16742108, 19158895, 33060722, 18815150, 3954978, 9021816, 4921743, 10312745, 30764095, 8351081, 9145843, 15462095, 3677279, 7548900]",D,GB0010991,True
139565,,Daron,Spence,"[36214327, 34205769, 35514642]",D,GB0010991,True
1400,GB0010992,Sarah,Hall,[30337394],,GB0010992,True
51675,,Susan G,Hall,"[17190365, 17190364]",S,GB0010992,True
139628,,Stephen J G,Hall,"[29499864, 18490603, 31525161, 29608964, 28629665, 15704300, 27307536, 29093667, 20678681, 18512713, 23596405, 21323764, 23637183, 32408891, 19919540, 27787353, 18383539, 34276939, 32393746, 30848558, 20688826, 21613477, 24465488, 30593544, 15012656, 23846872, 22456300, 15528094, 29231156, 25593233, 24941177, 36002384, 31235958, 29272585, 21296403, 32045099, 31439589, 31337752, 18284594, 23671089, 15862231, 22484315, 15953561, 21668894, 25636853, 24265714, 26056119, 34576441, 31218621, 27696786, 20032225, 35716617, 29992370, 29314001, 28217103, 26539210, 22609322, 32330753, 34839579, 34173415, 17097377, 20097125, 34679358, 32669828, 25446771, 27610334, 30167329, 33348987, 15862200, 31920922, 29488848, 18931123, 22916182, 22539946, 34927320, 29052038, 21672866, 25797493, 25540268, 30755655, 18635256, 20496655, 25651523, 19937723, 15487064, 33270249, 35961345, 25869447, 24706900, 31194698, 36053641, 25786951, 27362222, 31215774, 12107136, 34757080, 15113526, 35544576, 34481517, 29845165, 33564664, 31943974, 19789911, 35558471, 35406869, 29111967, 28954894, 31726253, 32615483, 35651166]",S,GB0010992,True
139640,,Sean R R,Hall,"[25381018, 31609902]",S,GB0010992,True
139654,,Susan A,Hall,"[24510484, 34478332, 31154061, 28455046, 24885758, 16310722, 33962637, 26251412, 24733343, 35507289, 26012186, 26016269, 25326937, 24145120, 17504776, 34936050, 29338525, 30196576, 17433546, 17684132, 34220661, 23585391, 36074560, 14609669, 17934678, 29328813, 24612627, 22402750, 17300719, 17179788, 16860305, 19154472, 27517959, 31558335, 19241439, 26500323, 19245532, 15038291, 35726776, 27399787, 22337868]",S,GB0010992,True
139727,,Sandra B,Hall,"[17976244, 18371506, 15243834, 17100727, 15643160, 16190799, 24878051, 15724345, 27324528, 19004158, 17681166, 18583089, 18093253, 19781085, 15770110, 16860063, 17284129, 15917068, 15573645, 16923434, 15583358, 21946283, 16759342, 17008196, 17010035, 17175899, 16331844, 17906187, 17469938, 17914130, 17510590, 16970557, 16644796, 14654450, 18322760]",S,GB0010992,True
1401,GB0010993,Douglas,Barnes,[15859100],,GB0010993,True
6249,,David John,Barnes,"[16204063, 35672690, 32953540, 29129171, 27519597, 34312918, 28198129, 25847500, 22674894, 35318238, 21631440, 29980906, 27125900, 12432215, 29966246, 18815804, 15190305, 20359486, 21558172, 15596660, 17522713, 30630891, 25986641, 17426192, 12563610, 35279297, 35123155, 17172863, 34224690, 30031382, 16007188, 25263683, 29288182, 19809040]",D,GB0010993,True
6398,,Dawn,Barnes,[],D,GB0010993,True
6569,,Dinah Welsh,Barnes,[],D,GB0010993,True
21100,,Daniel R,Barnes,"[28836424, 32622267, 31700994, 35314806, 32115800, 30617275, 31910864, 34420246, 33529165, 28632866, 33990587, 36203093, 35027648, 29386252, 28530674, 27515689, 24549056, 31911677, 32665703, 30683880, 28961156, 31548585, 34113011, 30054336, 23505195, 22714938, 31723001, 30988301, 34320204, 33597508, 29565421, 31910858, 31936698, 23028338, 32614418, 30679032, 27618447, 28913729]",D,GB0010993,True
61821,,D M,Barnes,"[11847810, 10398154, 3014658, 2424847, 12107844, 2449731, 2892266, 8684125, 7783166, 1745740, 1672253, 1254519, 2901144, 2893452, 8235089, 10340600, 11004669, 3738523, 8260660, 24186124, 15027887, 3420402, 3715462, 11260308, 2904700, 5166000, 11203835, 3306920, 3413475, 7706816, 6142305, 7911860, 3038158, 9649141, 7904274, 17792133, 2154074, 7831533, 3014655, 8338744, 10735497, 4106034, 10570431, 9495362, 176388, 8392105, 7814448, 8048619, 12592359, 2419881, 3014657, 1548483, 2441472, 3645780, 16228779, 7562099, 17818973, 1353190, 7669577, 1869701, 17737614, 3672134, 3393909, 9103794, 9652769, 3551072, 3952504, 1298319, 5690492, 23614688, 27006289, 19649909, 9713307, 3020689, 4986856, 1677296, 3791215, 8912543, 3194750, 11504752, 6833080, 6849801, 3399887, 10887490, 9421356, 3310231, 16695970, 10675110, 11544075, 3576208, 3576209, 3175661, 3945818, 9704930, 3381096, 3201238, 3037699, 3603002, 3529390, 1350456, 5692896, 4480853, 3194751, 7684021, 1687522, 3162926, 3589664, 6194919, 3704633, 3704644, 7448741, 2181382, 10193511, 2895498, 2879354, 3035971, 3175660, 11113875, 9631616, 3201239, 3823874, 11229518, 3299699, 2431480, 12615014, 3022378, 9177226, 1672255, 2159768, 6682673, 10407079, 2849974, 2711568, 9664905, 3014656, 10404085, 3277266, 10371880, 2098064, 14173298, 2868527, 7685617, 2893453, 2074396, 10365095, 2574705, 2902688, 8695156, 1569122, 3576193, 2699820, 2544220, 9287068, 17782232, 3381095, 923611, 10098763, 10066068, 2924295, 1564637, 7542661, 8853412, 2141507, 3966982, 3498217, 5693833, 2458441, 230853, 9782926, 9496257, 8152996, 3303335, 3016901, 3336787, 1575701, 3877849, 8973592, 2961062, 11276001, 12439734, 10719727, 3388028, 8082313, 9155710, 1914447, 9893651, 7411734, 3643649, 2447649, 1333787, 3603013, 6176783, 11042989, 9241265, 6112633, 3403060, 2534817, 1175117, 7819030, 2429365, 3469755, 23982627, 3388016, 4059920, 3478812, 3823868, 1358156, 3791214, 3603024, 3603033, 2416055, 17792600, 3686006, 4071049, 6324033, 7198885, 1460535, 2834823, 9028232, 11469653, 3810168, 10626644, 3163850, 12085209, 4999330, 1977679, 2911718, 2911743, 11857489, 17756865, 3568384, 6509446, 2667689, 11203866, 7805038, 8484983, 2349249, 11041059, 7068507, 3726534, 7560584, 4071045, 2703000, 1212641, 11190807, 11199649, 2566061, 3460177, 10767828, 2911731, 2068249, 6131949, 3715451, 10064397, 7451351, 3027893, 3175650, 5576877, 3103218, 3726526, 9150393, 3014650, 10749108, 27467281, 2230896, 7880722, 12025871, 7020683, 10371347, 7455118, 3039663, 11067977, 19735187, 3016904, 256359, 3606948, 3017396, 7506924, 3010462, 3961483, 2511965, 5813671, 10188736, 7682430, 3529393, 1981239, 4071048, 3694286, 708574, 9724085, 12081204]",D,GB0010993,True
62572,,D G,Barnes,"[2819384, 9598500, 11012522, 8385329, 1319050, 2121058, 7644719, 8258796, 1871591, 2283613, 10715610, 5640982, 1287538, 19625551, 1964736, 1884138, 7724459, 8402020, 6343043, 8510256, 3843504, 3222488, 1652132, 8637755, 1834392, 7504551, 1664098, 10368221]",D,GB0010993,True
70051,,D A,Barnes,"[9093250, 11021826, 33999425, 24076359, 1343730, 2909113, 7717931, 2008176, 2622677, 14961316, 16812742, 2149211, 11775286, 2330214, 18960219, 2822650, 9867786, 8778435, 3896476, 16029233, 3201018, 1341891, 22477601, 7142286, 1367050, 9657619, 22224356, 10607750, 8202041, 9502414, 8137296, 28983209, 11521129, 958951, 3572428, 2974633, 2631008, 2385264, 30009038, 10176948, 2247298, 9226931, 9226934, 3386518, 10210694, 11570640, 2944576, 3362556, 8482955, 3871566, 2307533, 5928424, 10680074, 3585821, 8689473, 9197566, 399576, 3471598, 10197608, 25131952, 2751454, 9657617, 10092232, 18003939, 21357584, 11510991, 8423580, 10675582, 23004613, 9406583, 3023949, 9643541, 9184888, 7284545, 7825418, 2025606, 8907668, 9399237, 20933653, 1674324, 16854238, 7761286, 8367496, 8704515, 9826836, 9105977, 20714060, 11113691, 18068798, 1504901, 7804893, 3070305, 11623090, 3627801, 21248941, 2407711, 8634033, 9715614, 8265173, 1880582, 18521196, 20084120, 9523200, 10166345, 7881317, 3163635, 28149251, 10962547, 8251103, 1353446, 7628570, 21473403, 1034634, 16812852, 18156371, 24636466, 3362067, 17780413, 10489673, 18960598, 17396414, 9016050, 6525934, 2479134, 2528825, 1308815, 25303247, 481604, 646009, 11910600, 22478296, 12672892, 9355143, 6512731, 18063674, 10338669, 3113720, 2622682, 33974933, 15133885, 3853742, 6163926, 9891353, 9252796, 10744147, 17207705, 10588621, 1700431, 3887775, 3658440, 2241983, 7329323, 7067221, 3585822, 16111433, 17667990, 407895, 1973170, 3742731, 22478182, 7577479, 327560, 9330329, 31090900, 2153551, 7720042, 6186359, 35083753, 21717115, 11592112, 1745496, 3351525, 2786879, 3614619, 3860440, 2263373, 16812685, 21638130, 2469013, 19246418, 6999941, 3321750, 2011405, 3249034, 8295724, 29029855, 8828397, 2151990, 2594382, 3684276, 9648096, 8403204, 22477120, 3963341, 35322528, 3365548, 2980539, 4792005, 1597241, 6096858, 2927948, 2524113, 20867853, 6504529, 5144830, 8274348, 958962, 6382123, 11396391, 7480856, 12208069, 1402963, 9701822, 16812766, 9670841, 1857226, 10770270, 11278360, 1431948, 4028920, 1669971, 8608989, 1367375, 10542605, 11002770, 11485502, 2065249, 3081239, 11453709, 7161394, 5162548, 3401689, 10676514, 3500389, 22358513, 8415921, 10832748, 1838393, 3845513, 10227429, 1609576, 8966184, 10326276, 11555134, 7460009, 3815010, 9508468, 9328304, 8836944, 2062235, 13596635, 10746609, 9772166, 1391920, 11189557, 11780864, 11015086, 2913665, 33549394, 17064303, 1515794, 12031318, 1376300, 17097195, 6161628, 24487743, 28190540, 6784995, 8817111, 16812788, 2878217, 10677139, 8982121, 9637726, 3789079, 2265468, 26603912, 2978246, 1528388, 3658438, 3658439, 2298822, 6525935, 4617295, 23155963, 8361632, 1898591, 276664, 9116869, 11221848, 2003447, 10969800, 2743656, 1519298, 11124836, 3473575, 4735214, 3416534, 8315367, 2884428, 1787955, 35211326, 8857765, 10652283, 16812857, 8416345, 3206306, 30174565, 2969015, 33304216, 6549288, 6935116, 9851610, 3806109, 10400777, 7984186, 9163935, 16324087, 6329860, 2980541, 56035, 27237325, 21552881, 19046185]",D,GB0010993,True
99576,,Dr Rebecca,Barnes,"[28716064, 26120108, 28816510, 24960277, 25514212, 28872891, 28891714, 32895240, 35248896, 30478119, 24598305, 29684647, 31779689, 31324157, 33757961, 31049406, 31481017, 31840339, 34428303, 33051221, 32302503, 31601608]",D,GB0010993,True
139755,,David A,Barnes,"[36095155, 18407792, 15016701, 34769007, 25037727, 12610621, 35221157, 16061956, 15767639, 19331835, 35438209, 16615009, 12407365, 18219345, 21841093, 18377217, 18535465, 21968660, 27843971, 25018075, 16949345, 12837561, 22791906, 15845761, 18248223, 19003111, 17032490, 23258889, 32279845, 15886955, 33484267, 29799575, 23794869, 29931352, 27990459, 18846542, 27230524, 27566565, 33489315, 35783085, 16236990, 26371423, 27167316, 26530512, 18038706, 15655182, 24495355, 34924227, 16815401, 16883366, 29383056, 33685813, 21540321, 17175094, 17290205, 17709621, 34686556, 19842625, 23969355, 28222271, 18383932, 24716450, 29435725, 25613922, 22503304, 36042521, 34016932, 34955297, 35864948, 26101071, 19057972, 35737244, 20222280, 18248233, 27810131, 18284333, 24443785, 18165667, 18048203, 24307161, 19369752, 17444945, 22574381, 31463426]",D,GB0010993,True
139770,,D J,Barnes,"[8295578, 5652610, 4394408, 17252018, 1872755, 18302440, 10128, 3321545, 4976923, 1541165, 4394407, 20894745, 4961615, 8347435, 4982906, 22120709, 9792549, 20991996, 9547919, 16816348, 17733997, 3637224, 3670370, 18401414, 3393786, 25226841, 8020311, 8086658, 18203817, 2058297, 17908087, 14656251, 10807854, 10334187, 14955180, 8450865, 15201856, 3266552, 2775048, 19213769, 8602028, 8250514, 20278603, 17829430, 10572826, 5641773, 8329073, 7880085, 9601007, 13222071, 11346105, 2474746, 16167056, 9483242, 7820323, 8066567, 2816086, 3406742, 2080674, 10489672, 10868538, 1197313, 10397056, 2763243, 2321183, 1625637, 9777121, 26932772, 5782824]",D,GB0010993,True
1403,GB0010995,Margaret,Keane,[6074095],,GB0010995,True
64879,,Maccon M,Keane,"[33835293, 21375106, 29028918, 7508551, 9691082, 29113326, 29266330, 26428728, 10639536, 879090, 10861085, 584613, 12467122, 9231438, 265356, 24563068, 9686676, 3554992, 21724946, 9820651, 10884165, 23307841, 25541444, 33685700, 23904517, 10424625, 27951464, 26412349, 2492010, 10086340, 411836, 27330962, 35887614, 28375706, 22440762, 11262962, 9055270, 26319930, 10362357, 35876391, 19459819, 6229924, 8335358, 24471660, 31384312, 26045140, 6973436, 26364296, 23749818, 1040445, 9412989, 26690276, 11121622, 21828658, 22062266, 34002222, 8004991, 11204101, 22062601, 10823415, 4483210, 8748011, 17579167, 19156397, 10550932, 1961811, 20234364, 25035292, 30591866, 22060810, 34125341, 32708702, 25253897, 1714540, 19002550, 2437315, 3003373, 10880156, 27559198, 4056235, 33709552, 11194457, 11404251, 2909339, 2991277, 7874155, 32986828, 1788046, 29948462, 11082359, 24157259, 7494775, 30629049, 11751193, 1388856, 20087343, 21602866, 11715327, 9635369, 1336899, 22443601, 22062764, 8841000, 8202228, 7465146, 31566680, 10542134, 18513272, 11559020, 8980693, 2169220, 25985454, 30488345, 34030031, 19544267, 7002386, 9371216, 6979946, 11518728, 2966477, 9708570, 14517468, 14009586, 9717017, 7120214, 11074081, 11078275, 535200, 6920952, 16644861, 27384755, 7244748, 11406568, 2043276, 7729117, 7583872, 20711933, 10515572, 36029389, 27913433, 26354763, 21995387, 10496440, 10072234, 2769292, 10334825, 3080818, 1761993, 25240289, 29860917, 22246568, 29431082, 2377287, 10807313, 1456273, 10914483, 19352384, 8166767, 20373535, 10958661, 19386686, 8388940, 201187, 14074438, 9372603, 2524526, 18671677, 5806194, 20548606, 25410605, 9375228, 31227416, 19717761, 31157962, 7904976, 21394500, 23740204, 19520217, 21893584, 10228032, 32645898, 7784085, 9195658, 8020258, 23294853, 10425229, 8426421, 22062012, 11257079, 255393, 8209865, 9176547, 29488646, 17639001, 29951604, 19117685, 11843848, 244347, 12467099, 15940714, 3956560, 33126156, 24824154, 1433378, 33799597, 34171619, 33610929, 26486852, 10424613, 9233641, 22061114, 819398, 1048816, 18272854, 8790700, 7496775, 9192915, 4494826, 4499136, 10553099, 22443877, 10065938, 26343544, 28633682, 3136567, 17235018, 7920967, 8797598, 9973225, 25034290, 10178147, 23686923]",M,GB0010995,True
1404,GB0010996,Mhairi,Thomson,[],,GB0010996,True
75410,,Margarita,Thomson,[32933949],M,GB0010996,True
